title,date
U.S. agency seeks new authority to disable threatening drones,May 15 2018
Cyber attack delays Atlanta mayor's first budget pitch,May 15 2018
Golf: Former PGA Player of the Year Ford dies at 95,May 15 2018
U.S. judge refuses to dismiss ex-Trump aide Manafort's criminal case,May 15 2018
Groups sue to stop Iowa's 'fetal heartbeat' abortion ban,May 15 2018
U.S. state lawsuits against Purdue Pharma over opioid epidemic mount,May 15 2018
Oklahoma woman arrested for stabbing 11-year-old daughter,May 15 2018
Family of Waffle House victim in Nashville sues accused shooter's father,May 15 2018
Senate aims to finish bipartisan farm bill in June,May 15 2018
Republican senator says EPA chief must slow refinery waivers or resign,May 15 2018
Baltimore's top cop quits after getting hit with federal tax charges,May 15 2018
"Melania Trump treated for benign kidney condition, in hospital",May 15 2018
U.S. high court paves way for states to legalize sports betting,May 15 2018
Sports fans wager Supreme Court ruling won't ruin their fun,May 15 2018
Prosecutors dismiss criminal charge against Missouri governor,May 15 2018
"Lava threatens Hawaii exit routes, could spur more evacuations",May 15 2018
"Small quake shakes buildings in Oakland, California",May 14 2018
U.S. joins whistleblower case against Insys over kickbacks,May 14 2018
"Illinois proposes reinstating death penalty for mass murder, police killings",May 14 2018
New York nanny sentenced to life for murdering children in her care,May 14 2018
Gap apologizes for selling T-shirt with 'incorrect map' of China,May 14 2018
Gaming investors eye jackpot from U.S. sports betting ruling,May 14 2018
New Jersey's long bet on sports wagering finally pays off,May 14 2018
Musk says 'thorough reorganization' underway at Tesla,May 14 2018
U.S. EPA chief Pruitt asked for 24/7 security from Day One: watchdog,May 14 2018
U.S. to consider expanding Medicare drug price negotiation,May 14 2018
"Puerto Rico bondholders offer debt deal, snubbed by oversight board",May 14 2018
U.S. diplomat involved in fatal accident allowed to leave Pakistan,May 14 2018
U.S. high court throws out Louisiana death row inmate's conviction,May 14 2018
Colorado rangers kill bear suspected of mauling child,May 14 2018
Gaming investors eye jackpot from U.S. sports betting ruling,May 14 2018
Man in Philadelphia police shooting gets up to 97 years in prison,May 14 2018
U.S. Memorial Day travel to rise for fourth straight year: AAA,May 14 2018
"Huge fissures open on Hawaiian volcano, some defy evacuation order",May 14 2018
Trump says wants a government funding deal before August break,May 13 2018
Parkland students meet with Waffle House hero,May 13 2018
Families reunited in 'Hugs Not Walls' event at U.S.-Mexico border,May 12 2018
U.S. rolls back protections for transgender prison inmates,May 12 2018
Scooter-sharing comes to Washington after speed bumps elsewhere,May 12 2018
U.S. fighter jets intercept Russian bombers in international airspace off Alaska,May 12 2018
"California boy, 14, shoots high school student",May 11 2018
Jury recommends life sentence for Oklahoma teen who killed his family,May 11 2018
Former energy executive pleads guilty over hire of ex-New York governor's aide,May 11 2018
Ex-New York Assembly Speaker Silver found guilty in second corruption trial,May 11 2018
Top Trump aide says protected immigrants need path to citizenship,May 11 2018
"Trump urges automakers to build more vehicles in U.S., blasts NAFTA",May 11 2018
Takata's defective air bags linked to 278 injuries in U.S.: Senator,May 11 2018
McCain's daughter slams White House aide's 'he's dying' comments,May 11 2018
"NRA sues New York governor, regulator for 'blacklisting campaign'",May 11 2018
"U.S. court revives challenge to Seattle's Uber, Lyft union law",May 11 2018
Ex-CIA contractor pleads guilty to retaining classified information,May 11 2018
Fiat Chrysler CEO says company may 'redirect' Mexican auto exports,May 11 2018
Toxic gas alert for Hawaii volcano eruption; new areas at risk,May 11 2018
U.S. safety agency reviewing fatal Tesla crash in Florida,May 11 2018
Factbox - Tesla faces scrutiny after Florida car accident,May 11 2018
Yale says 'committed to equity and inclusion' after napping black student incident,May 11 2018
Baltimore's top cop charged with failing to file taxes,May 10 2018
Los Angeles to pay $2 million in police killing of homeless man,May 10 2018
Golden State Killer charged with four more murders,May 10 2018
"Hawaii volcano could start spewing big rocks, smog, ash",May 10 2018
U.S. military seeks rules for drilling in eastern Gulf of Mexico,May 10 2018
DoJ investigates Mylan on trade compliance for certain products,May 10 2018
Human foot found near site of California SUV cliff crash,May 10 2018
SpaceX halts countdown of first commercial launch of updated Falcon 9 rocket in Florida,May 10 2018
'Dreamers' ask to defend DACA program against Texas legal assault,May 10 2018
Speaker Paul Ryan eyes immigration bill before November elections,May 10 2018
North Carolina town probing officer seen choking black man in prom attire,May 10 2018
Overdose 101: New York inmates trained to use opioid antidote kit,May 10 2018
"California man charged with hacking, defacing government websites",May 10 2018
Ex-Illinois congressman sentenced to prison on tax charges,May 10 2018
Trump administration to reconsider housing bias protections,May 10 2018
Ex-forex trader indicted in U.S. over currency rigging,May 10 2018
'Hello kitties' turns to 'beware bobcats' in Texas,May 10 2018
Factbox: Tesla faces scrutiny after Florida car accident,May 10 2018
U.S. court protects Adidas Stan Smith shoe from Skechers look-alike,May 10 2018
Victims of disgraced USA Gymnastics doctor ask Texas to take action,May 10 2018
Missouri governor's trial over sex scandal starts amid pressure to resign,May 10 2018
Lawsuit against U.S. border searches of phones can move forward: judge,May 10 2018
Key senator urges any wavering U.S. high court justice to retire now,May 10 2018
"Lyft, Postmates face new lawsuits challenging contractor model",May 10 2018
"Entrepreneur 101: To nurture job growth, U.S. universities seed start-ups",May 10 2018
U.S. FCC fines Florida man $120 million in 'robocall' case,May 10 2018
Casino mogul Adelson gives $30 million to help House Republicans: Politico,May 10 2018
Concerns over U.S. court backlog grow with rising border prosecutions,May 09 2018
"U.S. drone program taps Apple, passes over Amazon, China's DJI",May 09 2018
"As Trump leaves Iran deal, families of Americans jailed in Iran urge talks",May 09 2018
"CalSTRS opts to engage assault weapon retailers, not immediate divestment",May 09 2018
Former New England mob boss murdered witness in 1993: U.S. prosecutor,May 09 2018
Russian firm tied to 'Putin's cook' pleads not guilty in U.S.,May 09 2018
U.S. safety board probes fatal Tesla accident in Florida,May 09 2018
"Massachusetts man stole Warhol paintings, sold fakes: prosecutors",May 09 2018
Explosion in Hawaii volcano could be first of larger blasts,May 09 2018
California becomes first U.S. state to require solar panels on new homes,May 09 2018
U.S. consumer watchdog sidelines student loan office: memo,May 09 2018
Mind games: North Korean detention may have scarred U.S. prisoners,May 09 2018
Michigan police say 'no question' long-missing girl buried on farm,May 09 2018
Latest eruption a disaster for Hawaiian town's lava tourism,May 09 2018
Hawaii's Kilauea volcano could see explosive eruptions: U.S. agency,May 09 2018
"FAA's safety oversight of American, Allegiant airlines under review",May 09 2018
U.S. indicts three veterans healthcare providers over MiMedx payments,May 09 2018
California grid operator sees tight power supplies for summer,May 09 2018
"Premium Point founder, others charged with inflating assets",May 09 2018
Ohio allows testing self-driving vehicles on state roads,May 09 2018
Washington cupcake shop offers taste of royal wedding,May 09 2018
Trump says will go forward with border wall plans in California,May 09 2018
U.S. judge blocks DEA from suspending drug distributor over opioid sales,May 09 2018
'No follow up' from Trump over staying in climate pact: U.N.,May 09 2018
Blankenship loses bitter Republican Senate fight in West Virginia,May 09 2018
"U.S. Justice Dept to lessen overlap on white-collar crime, change penalties: Rosenstein",May 09 2018
"Mormon church, Boy Scouts to end century-long relationship",May 09 2018
Dodging planes and a taste of home: life on a U.S. aircraft carrier,May 09 2018
'Dreamers' ask to defend DACA program against Texas legal assault,May 09 2018
"Stormy Daniels' lawyer says Russian firm's U.S. affiliate paid Trump attorney $500,000",May 09 2018
"Hawaii volcano erupts again, prompting new evacuations",May 08 2018
Ex-CIA officer charged with intending to pass secrets to China,May 08 2018
Justice Department seeks to revoke citizenship over fraud scheme,May 08 2018
Democrats target union workers who regret Trump vote,May 08 2018
Jay-Z ordered to testify next week in U.S. SEC investigation,May 08 2018
Hawaii residents rue paradise built with 'lava discount',May 08 2018
Pizza Hut expanding beer delivery test in Arizona and California,May 08 2018
U.S. violated rights of two detained Brazilian immigrants: judge,May 08 2018
New York state attorney general resigns after report he abused women,May 08 2018
Cancer warnings to be served up with coffee in California,May 08 2018
Trump says may move to count ethanol exports toward biofuels quotas: sources,May 08 2018
Houston mayor proposes 'tight' post-Hurricane Harvey budget,May 08 2018
Decades-long hunt for missing girls leads to Michigan farm: police,May 08 2018
Ex-Minnesota officer in fatal shooting of Australian expected to plead not guilty,May 08 2018
U.S. Air Force orders one-day pause in flights after deadly crashes,May 08 2018
New York's top court refuses to free chimps from cages,May 08 2018
"Uber, U.S. Army ally to test quiet aircraft technology",May 08 2018
U.S. urges judge to force AT&T to scrap deal or sell DirecTV or Turner,May 08 2018
Four more Nike executives exit after harassment allegations inquiry: NYT,May 08 2018
"Pentagon's Cyber Command gets upgraded status, new leader",May 08 2018
Spy agency NSA triples collection of U.S. phone records: official report,May 08 2018
Harvey Weinstein fights insurer Chubb for payment of legal defense,May 08 2018
"Trump complains of biased courts, but they often support his policies",May 08 2018
Factbox: The court scorebox for Trump and his challengers,May 08 2018
"NRA names Oliver North, known for Reagan-era scandal, as president",May 08 2018
"Hawaiians brave volcanic gases, lava to retrieve pets, belongings",May 08 2018
"Three killed in Maryland shooting, suspect kills himself: police",May 08 2018
Female chefs get big serving of U.S. top food awards,May 07 2018
New York ports' top cop retires amid probe of Limbaugh escort,May 07 2018
U.S. says it will separate families crossing border illegally,May 07 2018
Kennedy Center rescinds top prizes bestowed on Bill Cosby,May 07 2018
Pakistani pleads guilty; failed to register as U.S. foreign agent,May 07 2018
U.S. court blocks transfer of American detainee held in Iraq,May 07 2018
N.Y. regulator fines insurer Chubb $1.3 million for NRA insurance program,May 07 2018
Top Massachusetts court clears MIT in student suicide lawsuit,May 07 2018
Bank of America's loan to Remington tests its firearms pledge,May 07 2018
"U.S. probes collision of Southwest plane, truck at Baltimore airport",May 07 2018
Majority of Americans support National Guard on border: Reuters/Ipsos poll,May 07 2018
Delayed calorie disclosure rule takes effect for U.S. food sellers,May 07 2018
Trump lawyer Giuliani does not rule out payments were made to other women,May 06 2018
"Hawaiians race home for pets, essentials during lull in volcano eruptions",May 06 2018
GrubHub case could be barometer for new rules on independent contractors,May 06 2018
"Shunned by corporations, U.S. gun entrepreneurs launch start-ups",May 06 2018
